tipo,cidade/uf,bairro,endereço,área_total,área_construída,valor,descricao,iptu,condomínio
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Gilbués, 63","468,00 m²","190,00 m²","R$650.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,2 Varanda(s),4 Vaga(s) de garagem,Alarme,Área de serviço,Cerca elétrica,Churrasqueira,Copa,Cozinha,Cozinha planejada,Depósito,Despensa,Escritório,Jardim,Lavabo,Lavanderia,Piscina,Portão elétrico,Porteiro eletrônico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Ginete, 38","250,00 m²","129,00 m²","R$260.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,1 Suíte,2 Quarto(s),2 Varanda(s),1 Wc social,3 Vaga(s) de garagem,Cozinha,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Helena Tricca,"385,00 m²","130,00 m²","R$380.000,00","Aceita financiamento,Aceita permuta,Água,Sala de jantar,Sala de TV,3 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Cozinha,Depósito",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Irará, 35","270,00 m²","80,00 m²","R$325.000,00","Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Itupiranga,"360,00 m²","189,00 m²","R$450.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Wc social,3 Vaga(s) de garagem,Alarme,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Copa,Cozinha planejada,Edícula,Interfone,Jardim,Lavanderia,Piscina,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Itupiranga,"500,00 m²","250,00 m²","R$570.000,00","Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,3 Suíte(s) com a/e,1 Quarto com a/e,1 Wc social,5 Vaga(s) de garagem,Alarme,Área de serviço,Churrasqueira,Cozinha planejada,Interfone,Lavanderia,Piscina,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Itupiranga, 20","188,00 m²","360,00 m²","R$560.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rampa de acessibilidade,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,5 Vaga(s) de garagem,Academia,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Depósito,Despensa,Edícula,Escritório,Jardim,Lavabo,Lavanderia,Portão elétrico,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Itupiranga, 497","250,00 m²","140,00 m²","R$370.000,00","Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,1 Vaga de garagem,Área de serviço,Cozinha",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Itupiranga, 497","250,00 m²","150,00 m²","R$370.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,1 Apto,2 Quarto(s),1 Wc social,3 Vaga(s) de garagem,Área de lazer,Árvores frutíferas,Cozinha,Jardim,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Itupiranga, 567","250,00 m²","123,85 m²","R$370.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha","R$ 1.300,00",
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Jerusalém,"281,00 m²","142,00 m²","R$510.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de lazer,Área de serviço,Churrasqueira,Interfone,Lavabo,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Jerusalém,"160,00 m²","121,00 m²","R$380.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,1 Apto com a/e,1 Quarto com a/e,1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha,Cozinha planejada,Interfone,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. João Jacinto Câmara, 08",,,"R$550.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,1 Apto,2 Quarto(s),Churrasqueira,Cozinha,Edícula,Lavanderia,Piscina,Sauna",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. João Pires de Oliveira, 43","360,00 m²","206,00 m²","R$450.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de TV,1 Apto com a/e,1 Apto,1 Quarto,2 Varanda(s),1 Wc social,3 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Joaquim Pereira Gabriel, 295","250,00 m²","200,00 m²","R$330.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,WC adaptado,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,3 Quarto(s),2 Varanda(s),1 Wc social,4 Vaga(s) de garagem,Academia,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Copa,Cozinha,Cozinha planejada,Despensa,Edícula,Hidromassagem,Interfone,Portão elétrico,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Laerte,"121,00 m²","70,00 m²","R$270.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,1 Suíte,1 Quarto,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Laerte,"252,00 m²","100,87 m²","R$410.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,1 Apto com a/e,1 Quarto com a/e,1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Churrasqueira,Cozinha planejada,Edícula,Piscina,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Laerte, 189","250,00 m²","138,00 m²","R$410.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,1 Suíte,1 Quarto,2 Varanda(s),1 Wc social,1 Vaga de garagem,Área de serviço,Câmeras de segurança,Cerca elétrica,Churrasqueira,Cozinha planejada,Depósito,Interfone,Jardim,Lavanderia,Piscina,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Lenir Flores Begonzi,"250,00 m²","147,00 m²","R$400.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Suíte(s),1 Quarto,1 Wc social,2 Vaga(s) de garagem,Alarme,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha,Despensa,Interfone,Jardim,Lavanderia,Portão elétrico,Quarto empregada,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Lenir Flores Bergonzi,"250,00 m²","124,00 m²","R$530.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,1 Apto,2 Quarto(s),1 Wc social,4 Vaga(s) de garagem,Aquecedor solar,Área de serviço,Cerca elétrica,Copa,Cozinha,Lavabo,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Lenir Flores Bergonzi, 559","250,00 m²",,"R$330.000,00","Sala de estar,Sala de TV,1 Suíte,2 Quarto(s),1 Wc social,1 Vaga de garagem",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Manoel Cordeiro Damião,"180,00 m²","90,00 m²","R$365.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,3 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Cozinha,Jardim,Lavabo,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Manoel Dias Leal,"180,00 m²","98,00 m²","R$470.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,2 Quarto(s) com a/e,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha planejada,Jardim",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Manoel Dias Leal, 43","360,00 m²","180,00 m²","R$850.000,00","Sala de jantar,Sala de TV,1 Apto,2 Quarto(s),2 Varanda(s),2 Wc social,3 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Mário Davila, 70","200,00 m²","150,00 m²","R$470.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,1 Varanda,2 Wc social,1 Vaga de garagem,Área de serviço,Cerca elétrica,Cozinha,Interfone,Piscina,Portão elétrico","R$ 1.187,00",
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Mutun,"300,00 m²","114,86 m²","R$375.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,1 Apto,2 Quarto(s),1 Varanda,1 Wc social,4 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Nautico, 685","179,00 m²","89,50 m²","R$330.000,00","Aceita financiamento,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Suíte(s),2 Quarto(s),1 Wc social,2 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Palestina,"360,00 m²","312,00 m²","R$650.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,1 Suíte com a/e,2 Apto(s) com a/e,1 Quarto",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Palestina,"281,00 m²","142,00 m²","R$560.000,00","Aceita financiamento,Água,Asfalto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto,2 Quarto(s),1 Varanda,2 Wc social,3 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Palestina,"281,00 m²","142,00 m²","R$570.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),3 Vaga(s) de garagem,Alarme,Cozinha,Jardim",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Palestina,"281,00 m²","142,00 m²","R$560.000,00","Aceita financiamento,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de TV,1 Apto,2 Quarto(s),1 Wc social,3 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Palestina,"281,00 m²","142,00 m²","R$560.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,1 Quarto com a/e,1 Quarto,3 Wc social,3 Vaga(s) de garagem,Cerca elétrica,Closet,Cozinha,Lavabo,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Palestina,"281,00 m²","142,00 m²","R$559.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,3 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha,Jardim,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Palestina,"281,00 m²","142,00 m²","R$560.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Piso tátil,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s),1 Wc social,3 Vaga(s) de garagem,Churrasqueira,Cozinha,Jardim,Lavabo,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Palestina,"281,00 m²","142,00 m²","R$560.000,00","Asfalto,Esgoto,Muro,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Wc social,3 Vaga(s) de garagem,Área de serviço,Churrasqueira,Closet,Cozinha,Jardim",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Palestina,"281,00 m²","142,00 m²","R$560.000,00","Aceita financiamento,Asfalto,Calçada,Esgoto,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,2 Quarto(s),1 Wc social,3 Vaga(s) de garagem,Alarme,Cerca elétrica,Churrasqueira,Lavabo,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Palestina,"281,00 m²","142,00 m²","R$560.000,00","Aceita financiamento,Aceita permuta,Asfalto,Calçada,Esgoto,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Wc social,3 Vaga(s) de garagem,Área de serviço,Closet,Copa,Cozinha,Despensa,Lavabo,Lavanderia,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Robertino Braga,,,"R$550.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de TV,1 Suíte com a/e,1 Quarto com a/e,1 Quarto,1 Wc social,3 Vaga(s) de garagem,Cerca elétrica,Churrasqueira,Cozinha planejada,Edícula,Jardim,Lavabo,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Robertino Braga, 122","369,00 m²","175,00 m²","R$580.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Rampa de acessibilidade,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto,2 Quarto(s) com a/e,2 Varanda(s),1 Wc social,Área de serviço,Cozinha planejada,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Robertino Braga, 31","369,00 m²","153,43 m²","R$600.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Apto com a/e,1 Quarto com a/e,1 Quarto,1 Wc social,4 Vaga(s) de garagem,Edícula,Jardim,Portão elétrico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Sagarana, 365",,,"R$190.000,00","Água,Asfalto,Calçada,Imóvel alugado com renda,Muro,Rede elétrica,Sala de jantar,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha,Portão elétrico","R$ 840,00",
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Tenere,"250,00 m²","131,76 m²","R$550.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Wc social,3 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Tenere,"270,00 m²","171,51 m²","R$500.000,00","Aceita financiamento,Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"R. Teneré, 516","293,00 m²","200,00 m²","R$580.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s) com a/e,3 Varanda(s),2 Wc social,2 Vaga(s) de garagem,Alarme,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha planejada,Interfone,Jardim,Lavabo,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,R. Travessa Olivais,"300,00 m²","161,00 m²","R$775.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rampa de acessibilidade,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Alarme,Área de lazer,Cerca elétrica,Churrasqueira,Closet,Cozinha,Interfone,Jardim,Lavabo,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,"Tv. Camuyrano, 116","360,00 m²","295,00 m²","R$750.000,00",,"R$ 1.919,30",
Casa-Térrea,Campo Grande - MS,Jardim Panamá,Tv. Ivo Prado,"360,00 m²","230,00 m²","R$700.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),2 Varanda(s),2 Wc social,3 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,Tv. Ivo Prado,"360,00 m²","230,00 m²","R$700.000,00","Aceita permuta,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de TV,1 Suíte,3 Quarto(s),6 Vaga(s) de garagem,Área de lazer,Área de serviço,Churrasqueira,Cozinha,Despensa,Interfone,Jardim,Lavabo,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,Tv. Olivais,"300,00 m²","161,00 m²","R$775.000,00","Aceita financiamento,Água,Asfalto,Esgoto,Rede elétrica,Sala de TV,1 Suíte com a/e,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,"281,00 m²","142,00 m²","R$510.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte com a/e,3 Vaga(s) de garagem,Cerca elétrica,Churrasqueira,Closet,Cozinha,Jardim,Lavabo,Lavanderia,Porteiro eletrônico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,"281,00 m²","142,00 m²","R$580.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Quarto(s),1 Wc social,3 Vaga(s) de garagem,Cozinha",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,"281,00 m²","142,00 m²","R$560.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de TV,1 Apto,2 Quarto(s),2 Varanda(s),3 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,"252,00 m²","140,00 m²","R$550.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Alarme,Área de serviço,Cerca elétrica,Churrasqueira,Copa,Cozinha,Cozinha americana,Cozinha planejada,Depósito,Despensa,Hall de entrada,Interfone,Jardim,Lavabo,Lavanderia,Portão elétrico,Porteiro eletrônico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,"180,00 m²","108,00 m²","R$420.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,2 Suíte(s),1 Quarto,1 Varanda,1 Vaga de garagem,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,"360,00 m²","180,00 m²","R$810.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,2 Quarto(s),1 Varanda,2 Wc social,2 Vaga(s) de garagem",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,"360,00 m²","182,00 m²","R$1.050.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Apto(s),1 Varanda,4 Vaga(s) de garagem,Área de serviço,Churrasqueira,Closet,Copa,Cozinha,Despensa,Hall de entrada,Interfone,Jardim,Lavabo,Portão elétrico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,"252,00 m²","120,00 m²","R$330.000,00","Aceita permuta,Água,Asfalto,Calçada,Muro,Rede elétrica,Sala de jantar,Sala de TV,1 Suíte,1 Quarto,1 Varanda,1 Wc social,3 Vaga(s) de garagem,Academia,Área de serviço,Cozinha,Jardim,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,"334,00 m²","162,00 m²","R$650.000,00","Aceita financiamento,Água,Calçada,Sala de estar,2 Suíte(s),1 Quarto,1 Wc social,3 Vaga(s) de garagem,Churrasqueira,Cozinha,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,"252,00 m²","92,00 m²","R$550.000,00","1 Suíte,1 Quarto,1 Wc social,4 Vaga(s) de garagem,Churrasqueira,Cozinha",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,"180,00 m²","90,00 m²","R$355.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Closet,Cozinha",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,"360,00 m²","173,28 m²","R$850.000,00","Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,1 Quarto com a/e,1 Varanda,1 Wc social,4 Vaga(s) de garagem,Alarme,Área de lazer,Área de serviço,Cerca elétrica,Churrasqueira,Closet,Cozinha americana,Cozinha planejada,Escritório,Interfone,Jardim,Lavanderia,Portão elétrico",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,"200,00 m²","150,00 m²","R$515.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,2 Apto(s),1 Quarto,1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha planejada,Interfone,Portão elétrico,Porteiro eletrônico","R$ 1.300,00",
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,"300,00 m²","161,00 m²","R$775.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,Sala de TV,1 Suíte com a/e,2 Quarto(s),1 Varanda,2 Wc social,3 Vaga(s) de garagem,Alarme,Área de serviço,Árvores frutíferas,Cerca elétrica,Churrasqueira,Closet,Cozinha,Depósito,Escritório,Interfone,Jardim,Lavabo,Lavanderia,Portão elétrico,Porteiro eletrônico,WC de serviço",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,"180,00 m²","108,00 m²","R$420.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Churrasqueira,Cozinha americana,Lavabo,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,"281,00 m²","142,00 m²","R$560.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Piso tátil,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte,2 Quarto(s),2 Wc social,3 Vaga(s) de garagem,Área de serviço,Cerca elétrica,Churrasqueira,Cozinha",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,"270,00 m²","80,00 m²","R$350.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,1 Suíte,2 Quarto(s),1 Varanda,1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha,Lavanderia",,
Casa-Térrea,Campo Grande - MS,Jardim Panamá,,"720,00 m²","320,00 m²","R$880.000,00","Aceita financiamento,Água,Asfalto,Calçada,Esgoto,Muro,Rede elétrica,Sala de estar,Sala de jantar,1 Suíte com a/e,2 Suíte(s),1 Wc social,2 Vaga(s) de garagem,Área de serviço,Cozinha,Despensa,Hall de entrada,Lavabo,WC de serviço","R$ 3.000,00",
